Unnamed: 0	clade_1	clade_2	clade_3	clade_4
g__Acetatifactor	0.00025459563303021927	7.78637104757317e-05	0.0	9.341725939917754e-05
g__Acidaminococcus	0.061463511203337366	0.1681222029613927	0.05476533210430215	0.056689301822823654
g__Acidovorax	0.0	0.0	0.0	8.397967142266449e-05
g__Acinetobacter	0.0	0.0	0.0	0.0
g__Actinobacillus	0.0	0.0	0.0	0.0
g__Actinomyces	0.0	0.0007555395812463476	0.0008702863102565636	0.0001046615191046471
g__Adlercreutzia	0.026693405121600455	0.1235733268835457	0.1087189632965429	0.12151634180832306
g__Agathobacter	0.025109762524657558	0.08113753398907707	0.07155426869074545	0.11043403376897513
g__Akkermansia	0.24116031804711413	1.5906909811286802	3.1951459813079426	0.6338558457696457
g__Alistipes	1.0648159771596526	3.358152802878326	3.757824018063047	2.1577024454631144
g__Allisonella	0.014107244577374252	0.0028910509332579905	0.0016669703584439705	0.00428839508133478
g__Allobaculum	0.0	0.0	0.0	0.0
g__Alloprevotella	0.7147950833706026	0.08513912945404119	0.22602065747320085	0.2756711294394616
g__Alloscardovia	0.0	6.446588723111268e-05	0.0	0.0
g__Anaerococcus	0.0	0.0	0.0006996038442867716	0.000355931841425246
g__Anaerofilum	0.0002663928970529072	0.0007473254421983782	0.0011281663536561262	0.0004797645064880471
g__Anaerofustis	0.0	0.000272590796835868	0.00013990964635038634	0.0002947393241206243
g__Anaeroplasma	0.043157703588657975	0.05816533474121971	0.16773532381132203	0.1084456945065191
g__Anaerosporomusa	0.0	0.0	0.0	0.0
g__Anaerostignum	0.0	0.0006196053015437324	0.0010492258876100876	0.00018882335943781268
g__Anaerostipes	0.5130178913719655	0.951410138561122	0.5272219129620043	0.9112318036490243
g__Anaerotruncus	0.0013844111471763036	0.01713016848432889	0.031905332712885	0.002164792372769486
g__Anaerovibrio	0.0415119645014784	0.0	0.0	0.0008449807255449239
g__Aquabacterium	0.0	0.0	0.0	0.0
g__Arcanobacterium	0.0	0.0	0.0	0.0
g__Arcobacter	0.0	0.0	0.0	0.0
g__Asteroleplasma	0.2627940885415806	0.04073645820417381	0.05260205490173502	0.7783476010259434
g__Atopobium	0.0	0.0	0.00032136980666392387	0.0
g__Bacillus	0.0006558120026022012	0.0007198558814242278	0.0	0.00025847755806441414
g__Bacteroides	6.909252246562073	31.597640196847088	9.281595929347246	16.025054533214465
g__Bacteroidespectinophilusgroup	0.0491126985707387	0.010672928160985131	0.11220977483897343	0.05391389792068066
g__Barnesiella	0.37418319394597577	1.1292062773365106	1.0431772145994256	0.7799911490847201
g__Bifidobacterium	0.9893659360539728	1.6216182919786668	1.685810343004614	1.9842718906164156
g__Bilophila	0.07739630658160164	0.20519614942032924	0.12329331801062206	0.10887884583374445
g__Blautia	2.10823131038379	3.668108620650982	2.036774269449318	3.5855756574244655
g__Brachyspira	0.0	0.0	0.0	0.0
